user_id,created_at,company_id,language,activated_at,state
2251,6/20/2013 17:52,8640,german,,pending
2252,6/20/2013 7:06,11705,japanese,,pending
2253,6/20/2013 14:38,2498,german,6/20/2013 14:39,active
2254,6/20/2013 7:44,9354,english,,pending
2255,6/20/2013 19:20,6050,russian,,pending
2256,6/20/2013 18:56,7117,english,,pending
2257,6/20/2013 11:23,33,japanese,6/20/2013 11:25,active
2258,6/20/2013 14:22,1036,english,,pending
2259,6/20/2013 13:43,419,portugese,,pending
2260,6/20/2013 14:04,73,french,,pending
2261,6/20/2013 12:12,12681,french,6/20/2013 12:13,active
2262,6/21/2013 12:44,1811,english,,pending
2263,6/21/2013 14:09,7629,spanish,,pending
2264,6/21/2013 4:50,6627,spanish,,pending
2265,6/21/2013 10:11,1,english,6/21/2013 10:12,active
2266,6/21/2013 15:51,5069,english,6/21/2013 15:52,active
2267,6/21/2013 16:48,12508,french,6/21/2013 16:49,active
2268,6/21/2013 7:09,8787,russian,,pending
2269,6/21/2013 10:09,4,arabic,6/21/2013 10:10,active
2270,6/21/2013 13:39,7425,english,,pending
2271,6/21/2013 13:29,9577,english,6/21/2013 13:31,active
2272,6/21/2013 8:30,1,arabic,6/21/2013 8:32,active
2273,6/21/2013 10:02,6987,russian,,pending
2274,6/21/2013 13:04,1693,english,,pending
2275,6/21/2013 12:57,4284,english,,pending
2276,6/21/2013 9:38,4878,english,,pending
2277,6/21/2013 13:16,1265,english,,pending
2278,6/21/2013 15:04,1959,chinese,,pending
2279,6/21/2013 0:32,5102,english,6/21/2013 0:34,active
2280,6/21/2013 4:12,5477,english,6/21/2013 4:14,active
2281,6/21/2013 2:07,24,japanese,6/21/2013 2:09,active
2282,6/21/2013 17:54,68,english,,pending
2283,6/21/2013 14:45,3,spanish,,pending
2284,6/21/2013 13:06,12194,english,,pending
2285,6/22/2013 15:13,4464,russian,,pending
2286,6/22/2013 11:27,94,english,,pending
2287,6/22/2013 2:34,18,english,,pending
2288,6/22/2013 14:13,6718,english,6/22/2013 14:15,active
2289,6/22/2013 16:08,1928,english,6/22/2013 16:09,active
2290,6/22/2013 15:06,1826,portugese,6/22/2013 15:08,active
2291,6/23/2013 16:49,12122,german,,pending
2292,6/23/2013 19:48,7239,english,,pending
2293,6/23/2013 12:03,2760,english,,pending
2294,6/23/2013 17:21,381,french,6/23/2013 17:22,active
2295,6/23/2013 9:59,13148,french,6/23/2013 10:01,active
2296,6/23/2013 18:45,305,english,6/23/2013 18:46,active
2297,6/23/2013 18:10,5124,english,,pending
2298,6/24/2013 9:09,4159,japanese,,pending
2299,6/24/2013 7:38,9103,spanish,6/24/2013 7:39,active
2300,6/24/2013 16:12,11053,french,6/24/2013 16:14,active
2301,6/24/2013 12:45,226,english,,pending
2302,6/24/2013 0:23,12102,portugese,,pending
2303,6/24/2013 16:33,4601,arabic,6/24/2013 16:34,active
2304,6/24/2013 8:08,247,japanese,,pending
2305,6/24/2013 13:17,4720,english,6/24/2013 13:19,active
2306,6/24/2013 8:51,11882,english,,pending
2307,6/24/2013 10:28,1926,english,6/24/2013 10:29,active
2308,6/24/2013 10:07,10481,italian,,pending
2309,6/24/2013 11:03,2102,english,6/24/2013 11:04,active
2310,6/24/2013 20:13,7368,french,,pending
2311,6/24/2013 5:02,3664,arabic,6/24/2013 5:03,active
2312,6/24/2013 11:00,12138,portugese,,pending
2313,6/24/2013 16:22,4370,english,6/24/2013 16:24,active
2314,6/24/2013 6:55,6217,english,6/24/2013 6:57,active
2315,6/24/2013 16:01,11426,indian,6/24/2013 16:02,active
2316,6/24/2013 17:10,1669,english,6/24/2013 17:12,active
2317,6/24/2013 9:16,10260,english,6/24/2013 9:18,active
2318,6/24/2013 14:58,10232,german,,pending
2319,6/25/2013 8:39,11374,english,6/25/2013 8:41,active
2320,6/25/2013 5:06,13,indian,6/25/2013 5:07,active
2321,6/25/2013 11:48,11607,english,,pending
2322,6/25/2013 13:47,5051,spanish,,pending
2323,6/25/2013 8:41,14,french,,pending
2324,6/25/2013 0:33,349,german,6/25/2013 0:35,active
2325,6/25/2013 15:55,17,spanish,6/25/2013 15:57,active
2326,6/25/2013 12:47,12262,french,6/25/2013 12:49,active
2327,6/25/2013 9:16,7448,russian,6/25/2013 9:18,active
2328,6/25/2013 11:44,8937,arabic,,pending
2329,6/25/2013 13:22,13,chinese,6/25/2013 13:24,active
2330,6/25/2013 11:45,8,english,6/25/2013 11:46,active
2331,6/25/2013 1:59,8930,chinese,6/25/2013 2:01,active
2332,6/25/2013 15:45,4479,english,,pending
2333,6/25/2013 17:49,6195,english,6/25/2013 17:51,active
2334,6/25/2013 14:24,12476,english,,pending
2335,6/25/2013 17:44,8379,english,6/25/2013 17:45,active
2336,6/25/2013 12:20,12967,portugese,6/25/2013 12:22,active
2337,6/25/2013 13:12,1,english,,pending
2338,6/25/2013 10:58,11667,spanish,,pending
2339,6/25/2013 18:16,7700,french,,pending
2340,6/25/2013 3:27,2085,russian,6/25/2013 3:28,active
2341,6/25/2013 19:01,8519,russian,,pending
2342,6/25/2013 10:07,2,english,,pending
2343,6/26/2013 18:29,9547,english,,pending
2344,6/26/2013 13:39,4038,french,6/26/2013 13:40,active
2345,6/26/2013 16:01,3918,indian,,pending
2346,6/26/2013 13:44,7011,spanish,6/26/2013 13:46,active
2347,6/26/2013 14:53,4,english,6/26/2013 14:55,active
2348,6/26/2013 18:32,2899,russian,,pending
2349,6/26/2013 0:23,2400,arabic,6/26/2013 0:24,active
2350,6/26/2013 17:49,11214,spanish,,pending
2351,6/26/2013 15:42,11710,japanese,,pending
2352,6/26/2013 0:13,46,english,,pending
2353,6/26/2013 10:45,199,spanish,,pending
2354,6/26/2013 18:29,12717,english,,pending
2355,6/26/2013 14:56,8637,french,,pending
2356,6/26/2013 17:02,6897,english,,pending
2357,6/26/2013 16:05,8991,french,6/26/2013 16:07,active
2358,6/26/2013 17:10,143,english,,pending
2359,6/26/2013 7:31,6279,english,,pending
2360,6/26/2013 10:46,3111,japanese,6/26/2013 10:47,active
2361,6/26/2013 15:09,5,english,6/26/2013 15:11,active
2362,6/26/2013 17:08,151,english,6/26/2013 17:09,active
2363,6/26/2013 21:07,2,english,6/26/2013 21:08,active
2364,6/26/2013 6:10,3681,arabic,,pending
2365,6/26/2013 12:42,121,english,,pending
2366,6/26/2013 11:41,4389,english,,pending
2367,6/26/2013 16:09,1285,chinese,,pending
2368,6/26/2013 9:12,20,indian,6/26/2013 9:13,active
2369,6/27/2013 10:43,6567,english,6/27/2013 10:44,active
2370,6/27/2013 11:39,2332,english,6/27/2013 11:40,active
2371,6/27/2013 15:42,6136,english,6/27/2013 15:44,active
2372,6/27/2013 16:22,1392,english,6/27/2013 16:24,active
2373,6/27/2013 17:55,4866,french,6/27/2013 17:57,active
2374,6/27/2013 17:55,1469,english,,pending
2375,6/27/2013 19:59,9,english,6/27/2013 20:01,active
2376,6/27/2013 11:17,636,russian,6/27/2013 11:19,active
2377,6/27/2013 22:33,5276,english,,pending
2378,6/27/2013 15:24,6060,english,6/27/2013 15:25,active
2379,6/27/2013 22:55,291,spanish,,pending
2380,6/27/2013 18:13,8298,english,,pending
2381,6/27/2013 14:10,4572,spanish,6/27/2013 14:11,active
2382,6/27/2013 17:22,10558,indian,6/27/2013 17:23,active
2383,6/27/2013 13:20,9483,english,,pending
2384,6/27/2013 14:47,3876,portugese,,pending
2385,6/27/2013 12:27,3,japanese,,pending
2386,6/27/2013 15:59,4497,french,6/27/2013 16:00,active
2387,6/27/2013 15:03,9335,english,,pending
2388,6/27/2013 18:20,177,english,,pending
2389,6/27/2013 20:19,5,portugese,,pending
2390,6/27/2013 14:29,1676,english,,pending
2391,6/28/2013 16:09,12,german,,pending
2392,6/28/2013 10:44,1768,portugese,,pending
2393,6/28/2013 14:40,11,english,,pending
2394,6/28/2013 19:36,4517,english,6/28/2013 19:38,active
2395,6/28/2013 16:17,3,korean,6/28/2013 16:18,active
2396,6/28/2013 23:09,13077,english,,pending
2397,6/28/2013 20:39,12500,english,6/28/2013 20:40,active
2398,6/28/2013 9:44,1706,german,6/28/2013 9:45,active
2399,6/28/2013 15:33,28,french,,pending
2400,6/28/2013 3:07,3589,english,,pending
2401,6/28/2013 4:54,9777,english,,pending
2402,6/28/2013 16:38,5235,english,,pending
2403,6/28/2013 20:58,11509,arabic,,pending
2404,6/28/2013 18:55,6346,portugese,,pending
2405,6/28/2013 12:37,12112,german,6/28/2013 12:39,active
2406,6/28/2013 3:30,395,english,,pending
2407,6/28/2013 15:38,6392,english,,pending
2408,6/28/2013 18:10,10273,arabic,6/28/2013 18:12,active
2409,6/28/2013 10:06,5,russian,,pending
2410,6/28/2013 15:31,8705,spanish,6/28/2013 15:32,active
2411,6/28/2013 18:56,9378,english,,pending
2412,6/29/2013 13:11,12351,english,,pending
2413,6/29/2013 4:00,84,english,,pending
2414,6/29/2013 12:08,5054,english,,pending
2415,6/29/2013 8:16,251,german,,pending
2416,6/29/2013 7:10,10,german,,pending
2417,6/29/2013 14:46,9363,spanish,6/29/2013 14:48,active
2418,6/30/2013 14:11,76,russian,,pending
2419,6/30/2013 11:41,11675,english,6/30/2013 11:43,active
2420,6/30/2013 11:50,6041,english,,pending
2421,6/30/2013 17:10,911,french,6/30/2013 17:12,active
2422,6/30/2013 5:58,6612,english,,pending
2423,6/30/2013 14:34,1,indian,6/30/2013 14:36,active
2424,7/1/2013 8:17,7935,arabic,,pending
2425,7/1/2013 8:57,3569,german,7/1/2013 8:58,active
2426,7/1/2013 10:13,6687,japanese,,pending
2427,7/1/2013 21:01,11822,english,,pending
2428,7/1/2013 14:10,2185,spanish,,pending
2429,7/1/2013 14:48,3,french,,pending
2430,7/1/2013 13:06,3327,english,,pending
2431,7/1/2013 14:43,12850,english,,pending
2432,7/1/2013 12:14,10380,chinese,7/1/2013 12:16,active
2433,7/1/2013 19:10,43,spanish,7/1/2013 19:11,active
2434,7/1/2013 12:54,12007,english,7/1/2013 12:55,active
2435,7/1/2013 12:30,8191,english,,pending
2436,7/1/2013 14:00,94,arabic,,pending
2437,7/1/2013 10:18,2150,korean,7/1/2013 10:19,active
2438,7/1/2013 14:34,1,french,,pending
2439,7/1/2013 17:47,8931,english,,pending
2440,7/1/2013 12:29,10290,arabic,,pending
2441,7/1/2013 13:46,7533,english,,pending
2442,7/1/2013 11:58,1314,spanish,7/1/2013 11:59,active
2443,7/1/2013 8:22,1903,korean,7/1/2013 8:24,active
2444,7/1/2013 1:02,296,french,7/1/2013 1:03,active
2445,7/1/2013 17:11,4,japanese,,pending
2446,7/1/2013 18:15,3830,english,,pending
2447,7/2/2013 9:12,12206,english,,pending
2448,7/2/2013 14:47,4041,english,7/2/2013 14:48,active
2449,7/2/2013 14:14,13100,spanish,,pending
2450,7/2/2013 7:03,1423,english,,pending
2451,7/2/2013 11:47,10772,spanish,7/2/2013 11:49,active
2452,7/2/2013 11:35,4306,english,7/2/2013 11:36,active
2453,7/2/2013 16:17,352,english,,pending
2454,7/2/2013 20:52,4192,english,,pending
2455,7/2/2013 16:40,2672,english,,pending
2456,7/2/2013 1:33,9733,english,,pending
2457,7/2/2013 14:36,1835,spanish,7/2/2013 14:38,active
2458,7/2/2013 16:17,5963,english,7/2/2013 16:19,active
2459,7/2/2013 14:17,50,spanish,,pending
2460,7/2/2013 17:31,9934,english,,pending
2461,7/2/2013 13:40,11086,english,7/2/2013 13:41,active
2462,7/2/2013 18:56,4895,russian,,pending
2463,7/2/2013 15:30,616,japanese,7/2/2013 15:31,active
2464,7/2/2013 8:39,1142,english,,pending
2465,7/2/2013 16:08,1020,english,7/2/2013 16:10,active
2466,7/2/2013 12:07,1245,japanese,7/2/2013 12:09,active
2467,7/2/2013 12:15,1575,english,,pending
2468,7/2/2013 14:18,8412,german,,pending
2469,7/2/2013 3:06,12182,english,,pending
2470,7/2/2013 8:11,4814,spanish,7/2/2013 8:13,active
2471,7/3/2013 15:59,4478,german,7/3/2013 16:00,active
2472,7/3/2013 9:14,3610,english,7/3/2013 9:16,active
2473,7/3/2013 13:12,137,french,,pending
2474,7/3/2013 12:02,4,english,7/3/2013 12:04,active
2475,7/3/2013 11:05,8620,english,,pending
2476,7/3/2013 7:05,3,english,,pending
2477,7/3/2013 16:28,7967,arabic,7/3/2013 16:29,active
2478,7/3/2013 16:09,69,japanese,,pending
2479,7/3/2013 16:01,10422,english,7/3/2013 16:02,active
2480,7/3/2013 18:40,936,german,7/3/2013 18:42,active
2481,7/3/2013 16:41,3786,english,7/3/2013 16:42,active
2482,7/3/2013 20:01,3058,english,,pending
2483,7/3/2013 12:45,2345,german,7/3/2013 12:47,active
2484,7/3/2013 8:34,12470,english,,pending
2485,7/3/2013 10:05,6556,english,7/3/2013 10:06,active
2486,7/3/2013 17:03,11271,english,,pending
2487,7/3/2013 17:13,508,english,,pending
2488,7/3/2013 18:31,11,english,7/3/2013 18:32,active
2489,7/3/2013 13:12,1849,korean,7/3/2013 13:13,active
2490,7/3/2013 18:53,590,arabic,7/3/2013 18:55,active
2491,7/3/2013 14:17,8858,spanish,,pending
2492,7/3/2013 11:07,4092,english,,pending
2493,7/3/2013 15:02,5,english,7/3/2013 15:04,active
2494,7/3/2013 15:56,6,spanish,,pending
2495,7/4/2013 16:53,4885,english,,pending
2496,7/4/2013 4:13,6369,spanish,,pending
2497,7/4/2013 9:39,978,spanish,,pending
2498,7/4/2013 16:11,271,english,,pending
2499,7/4/2013 13:45,6919,english,,pending
2500,7/4/2013 9:14,7647,english,,pending
2501,7/4/2013 12:15,2,spanish,7/4/2013 12:16,active
2502,7/4/2013 13:16,1871,portugese,,pending
2503,7/4/2013 14:45,11841,english,7/4/2013 14:46,active
2504,7/4/2013 16:08,1165,english,,pending
2505,7/4/2013 15:06,12047,english,,pending
2506,7/4/2013 2:03,2,english,,pending
2507,7/4/2013 11:44,58,english,,pending
2508,7/4/2013 11:52,8082,english,7/4/2013 11:53,active
2509,7/4/2013 12:38,6067,french,7/4/2013 12:40,active
2510,7/4/2013 17:17,5606,japanese,,pending
2511,7/4/2013 18:11,12864,english,7/4/2013 18:13,active
2512,7/4/2013 10:53,8157,english,,pending
2513,7/4/2013 11:01,8755,spanish,7/4/2013 11:03,active
2514,7/4/2013 18:40,2,spanish,,pending
2515,7/4/2013 17:23,1762,spanish,7/4/2013 17:25,active
2516,7/4/2013 15:35,1,spanish,7/4/2013 15:36,active
2517,7/4/2013 23:40,2,portugese,7/4/2013 23:41,active
2518,7/5/2013 2:00,514,japanese,,pending
2519,7/5/2013 9:48,1350,russian,7/5/2013 9:49,active
2520,7/5/2013 7:59,9418,english,,pending
2521,7/5/2013 18:45,509,french,7/5/2013 18:46,active
2522,7/5/2013 17:28,234,indian,,pending
2523,7/5/2013 18:53,7,french,,pending
2524,7/5/2013 14:47,3036,english,7/5/2013 14:48,active
2525,7/5/2013 0:25,307,spanish,7/5/2013 0:27,active
2526,7/5/2013 15:01,1626,french,7/5/2013 15:02,active
2527,7/5/2013 8:35,2339,chinese,,pending
2528,7/5/2013 9:16,11220,english,7/5/2013 9:17,active
2529,7/5/2013 15:18,7720,portugese,,pending
2530,7/5/2013 8:30,12661,german,,pending
2531,7/5/2013 1:51,7568,english,7/5/2013 1:53,active
2532,7/5/2013 11:34,10741,french,,pending
2533,7/5/2013 3:42,107,russian,7/5/2013 3:44,active
2534,7/5/2013 2:50,3621,chinese,,pending
2535,7/5/2013 17:36,540,english,,pending
2536,7/5/2013 17:06,2,english,7/5/2013 17:08,active
2537,7/5/2013 12:29,9058,portugese,7/5/2013 12:31,active
2538,7/5/2013 17:18,3,french,7/5/2013 17:19,active
2539,7/6/2013 13:53,8181,english,7/6/2013 13:55,active
2540,7/6/2013 7:30,7902,french,,pending
2541,7/6/2013 9:29,62,english,,pending
2542,7/6/2013 12:54,728,japanese,7/6/2013 12:55,active
2543,7/6/2013 7:34,7780,japanese,,pending
2544,7/6/2013 3:10,5246,indian,,pending
2545,7/7/2013 7:36,2848,german,7/7/2013 7:38,active
2546,7/7/2013 16:13,1,english,7/7/2013 16:14,active
2547,7/7/2013 11:14,10246,english,7/7/2013 11:15,active
2548,7/7/2013 15:12,4838,english,,pending
2549,7/7/2013 5:09,1445,french,7/7/2013 5:10,active
2550,7/7/2013 18:05,1,english,,pending
2551,7/7/2013 12:40,138,english,,pending
2552,7/8/2013 14:05,3899,english,7/8/2013 14:07,active
2553,7/8/2013 14:45,10345,french,,pending
2554,7/8/2013 7:52,8221,portugese,,pending
2555,7/8/2013 17:04,39,french,,pending
2556,7/8/2013 12:29,7262,english,,pending
2557,7/8/2013 15:10,1,spanish,,pending
2558,7/8/2013 9:01,1629,french,7/8/2013 9:02,active
2559,7/8/2013 18:54,3,english,,pending
2560,7/8/2013 11:29,227,english,,pending
2561,7/8/2013 23:33,12448,japanese,7/8/2013 23:35,active
2562,7/8/2013 14:31,2,english,,pending
2563,7/8/2013 17:01,11623,english,,pending
2564,7/8/2013 10:58,154,english,7/8/2013 10:59,active
2565,7/8/2013 14:01,8292,chinese,,pending
2566,7/8/2013 8:53,6455,indian,,pending
2567,7/8/2013 10:44,23,japanese,,pending
2568,7/8/2013 19:34,12601,english,7/8/2013 19:36,active
2569,7/8/2013 11:01,4055,japanese,,pending
2570,7/8/2013 12:21,1,english,,pending
2571,7/8/2013 8:38,2,english,,pending
2572,7/8/2013 8:54,9062,english,,pending
2573,7/8/2013 9:03,6880,indian,,pending
2574,7/8/2013 19:23,1,spanish,,pending
2575,7/8/2013 17:33,95,spanish,,pending
2576,7/9/2013 10:45,1,english,,pending
2577,7/9/2013 18:13,11806,english,,pending
2578,7/9/2013 13:55,3085,german,7/9/2013 13:56,active
2579,7/9/2013 15:04,46,english,,pending
2580,7/9/2013 11:57,8437,indian,,pending
2581,7/9/2013 17:13,11403,english,7/9/2013 17:14,active
2582,7/9/2013 15:11,4,english,,pending
2583,7/9/2013 11:58,1,english,7/9/2013 12:00,active
2584,7/9/2013 7:54,3,spanish,,pending
2585,7/9/2013 14:45,1,arabic,7/9/2013 14:47,active
2586,7/9/2013 10:36,25,spanish,,pending
2587,7/9/2013 4:19,9798,german,,pending
2588,7/9/2013 17:59,7769,english,,pending
2589,7/9/2013 21:56,65,english,,pending
2590,7/9/2013 17:09,2403,japanese,,pending
2591,7/9/2013 13:42,1,english,,pending
2592,7/9/2013 10:13,1514,spanish,,pending
2593,7/9/2013 16:44,9198,french,,pending
2594,7/9/2013 9:47,11732,spanish,7/9/2013 9:48,active
2595,7/9/2013 10:36,197,japanese,,pending
2596,7/9/2013 14:08,9047,japanese,,pending
2597,7/9/2013 7:54,21,english,,pending
2598,7/10/2013 16:42,707,english,7/10/2013 16:44,active
2599,7/10/2013 18:11,1,english,,pending
2600,7/10/2013 19:57,6079,chinese,,pending
2601,7/10/2013 13:47,1070,english,,pending
2602,7/10/2013 11:26,18,english,,pending
2603,7/10/2013 13:26,2240,english,7/10/2013 13:27,active
2604,7/10/2013 12:47,64,indian,7/10/2013 12:48,active
2605,7/10/2013 13:09,84,english,7/10/2013 13:10,active
2606,7/10/2013 22:35,36,spanish,7/10/2013 22:37,active
2607,7/10/2013 11:24,11512,spanish,7/10/2013 11:25,active
2608,7/10/2013 16:37,9,french,,pending
2609,7/10/2013 14:47,9,portugese,,pending
2610,7/10/2013 9:52,11276,chinese,7/10/2013 9:53,active
2611,7/10/2013 8:06,5426,english,,pending
2612,7/10/2013 19:23,47,english,,pending
2613,7/10/2013 9:49,1,english,,pending
2614,7/10/2013 13:54,3,english,,pending
2615,7/10/2013 14:07,12483,english,,pending
2616,7/10/2013 14:43,227,indian,7/10/2013 14:45,active
2617,7/10/2013 11:04,3951,english,,pending
2618,7/10/2013 11:49,30,english,,pending
2619,7/10/2013 15:14,7303,english,7/10/2013 15:15,active
2620,7/10/2013 15:49,1,english,7/10/2013 15:50,active
2621,7/11/2013 14:53,7475,korean,,pending
2622,7/11/2013 8:54,80,arabic,,pending
2623,7/11/2013 5:24,9017,arabic,,pending
2624,7/11/2013 18:44,46,russian,7/11/2013 18:45,active
2625,7/11/2013 12:17,2918,russian,,pending
2626,7/11/2013 11:52,4,korean,,pending
2627,7/11/2013 10:43,9005,english,7/11/2013 10:45,active
2628,7/11/2013 9:57,7,english,7/11/2013 9:59,active
2629,7/11/2013 15:49,9720,english,7/11/2013 15:50,active
2630,7/11/2013 9:28,1312,english,7/11/2013 9:30,active
2631,7/11/2013 12:07,7861,portugese,7/11/2013 12:08,active
2632,7/11/2013 16:57,7452,chinese,,pending
2633,7/11/2013 9:18,20,arabic,7/11/2013 9:19,active
2634,7/11/2013 6:00,2472,english,7/11/2013 6:02,active
2635,7/11/2013 18:43,248,english,,pending
2636,7/11/2013 12:26,6,english,7/11/2013 12:27,active
2637,7/11/2013 19:36,1624,spanish,7/11/2013 19:37,active
2638,7/11/2013 9:32,11544,english,7/11/2013 9:33,active
2639,7/11/2013 2:20,586,japanese,7/11/2013 2:22,active
2640,7/11/2013 13:20,1,english,,pending
2641,7/11/2013 8:27,10604,english,7/11/2013 8:28,active
2642,7/11/2013 12:29,1,english,,pending
2643,7/11/2013 8:02,1,spanish,,pending
2644,7/11/2013 23:46,6967,english,,pending
2645,7/11/2013 18:43,997,english,7/11/2013 18:45,active
2646,7/11/2013 16:14,12155,japanese,,pending
2647,7/11/2013 8:43,2,english,7/11/2013 8:44,active
2648,7/11/2013 22:10,5,english,7/11/2013 22:12,active
2649,7/12/2013 11:53,2105,english,,pending
2650,7/12/2013 17:13,294,english,7/12/2013 17:14,active
2651,7/12/2013 16:30,9667,english,7/12/2013 16:31,active
2652,7/12/2013 12:37,3560,english,,pending
2653,7/12/2013 17:41,4164,spanish,,pending
2654,7/12/2013 13:07,10,english,7/12/2013 13:08,active
2655,7/12/2013 9:54,474,russian,,pending
2656,7/12/2013 0:38,16,english,,pending
2657,7/12/2013 18:19,7144,english,7/12/2013 18:20,active
2658,7/12/2013 19:01,5085,german,,pending
2659,7/12/2013 1:17,8795,english,,pending
2660,7/12/2013 18:14,12,english,,pending
2661,7/12/2013 11:54,271,indian,7/12/2013 11:55,active
2662,7/12/2013 18:48,4,spanish,7/12/2013 18:49,active
2663,7/12/2013 5:37,12446,german,,pending
2664,7/12/2013 17:03,2146,spanish,,pending
2665,7/12/2013 13:49,1580,english,,pending
2666,7/12/2013 16:05,102,chinese,,pending
2667,7/12/2013 7:53,43,english,,pending
2668,7/12/2013 2:21,9336,french,7/12/2013 2:22,active
2669,7/12/2013 19:47,10016,english,7/12/2013 19:49,active
2670,7/12/2013 13:07,9228,english,7/12/2013 13:09,active
2671,7/13/2013 18:53,4026,italian,,pending
2672,7/13/2013 15:58,1,japanese,,pending
2673,7/13/2013 23:35,2812,indian,,pending
2674,7/13/2013 17:26,5436,english,7/13/2013 17:28,active
2675,7/13/2013 9:12,5589,arabic,7/13/2013 9:13,active
2676,7/13/2013 10:28,2,german,7/13/2013 10:29,active
2677,7/14/2013 18:53,9,arabic,,pending
2678,7/14/2013 16:37,4,english,,pending
2679,7/14/2013 20:04,5703,japanese,7/14/2013 20:05,active
2680,7/14/2013 10:06,4683,spanish,7/14/2013 10:07,active
2681,7/14/2013 16:02,6234,chinese,7/14/2013 16:03,active
2682,7/14/2013 12:56,12029,spanish,,pending
2683,7/14/2013 11:03,1,arabic,7/14/2013 11:04,active
2684,7/15/2013 9:18,2,french,7/15/2013 9:20,active
2685,7/15/2013 10:50,10591,english,7/15/2013 10:52,active
2686,7/15/2013 13:33,3,arabic,7/15/2013 13:35,active
2687,7/15/2013 19:43,894,spanish,,pending
2688,7/15/2013 10:25,607,english,,pending
2689,7/15/2013 0:07,1,english,7/15/2013 0:09,active
2690,7/15/2013 16:31,7463,english,7/15/2013 16:33,active
2691,7/15/2013 10:08,3894,english,,pending
2692,7/15/2013 11:18,6199,spanish,,pending
2693,7/15/2013 16:56,5175,italian,7/15/2013 16:57,active
2694,7/15/2013 8:06,7457,russian,7/15/2013 8:08,active
2695,7/15/2013 12:48,14,english,7/15/2013 12:50,active
2696,7/15/2013 11:52,6510,english,,pending
2697,7/15/2013 9:27,9084,english,,pending
2698,7/15/2013 16:40,12256,indian,7/15/2013 16:42,active
2699,7/15/2013 13:01,11319,english,7/15/2013 13:03,active
2700,7/15/2013 12:35,1673,english,,pending
2701,7/15/2013 8:31,5590,spanish,,pending
2702,7/15/2013 11:14,5695,english,,pending
2703,7/15/2013 11:53,6660,english,,pending
2704,7/15/2013 5:55,8338,indian,7/15/2013 5:56,active
2705,7/15/2013 17:06,1,spanish,7/15/2013 17:08,active
2706,7/16/2013 11:57,347,english,7/16/2013 11:58,active
2707,7/16/2013 14:45,5108,english,7/16/2013 14:47,active
2708,7/16/2013 12:58,3461,english,,pending
2709,7/16/2013 9:45,1,english,7/16/2013 9:47,active
2710,7/16/2013 6:39,12469,russian,7/16/2013 6:40,active
2711,7/16/2013 17:11,1942,english,7/16/2013 17:12,active
2712,7/16/2013 10:55,22,english,,pending
2713,7/16/2013 7:56,1050,english,7/16/2013 7:57,active
2714,7/16/2013 17:32,27,english,,pending
2715,7/16/2013 7:55,7151,english,,pending
2716,7/16/2013 11:59,12,english,7/16/2013 12:00,active
2717,7/16/2013 13:02,5904,french,,pending
2718,7/16/2013 7:50,7,french,7/16/2013 7:51,active
2719,7/16/2013 16:26,10716,french,,pending
2720,7/16/2013 15:34,12041,spanish,,pending
2721,7/16/2013 10:04,9144,english,7/16/2013 10:06,active
2722,7/16/2013 13:21,2830,english,7/16/2013 13:22,active
2723,7/16/2013 2:47,4954,english,,pending
2724,7/16/2013 2:04,2070,german,,pending
2725,7/16/2013 22:19,9573,english,,pending
2726,7/16/2013 11:23,9287,chinese,,pending
2727,7/16/2013 18:34,7361,english,7/16/2013 18:35,active
2728,7/16/2013 7:18,1125,english,,pending
2729,7/16/2013 1:40,2844,english,,pending
2730,7/16/2013 16:57,12368,english,,pending
2731,7/16/2013 10:33,13054,indian,7/16/2013 10:35,active
2732,7/16/2013 9:55,8126,english,7/16/2013 9:56,active
2733,7/17/2013 16:40,1939,english,,pending
2734,7/17/2013 18:02,1,english,7/17/2013 18:04,active
2735,7/17/2013 11:52,1,french,,pending
2736,7/17/2013 17:01,6158,indian,,pending
2737,7/17/2013 11:00,1,english,7/17/2013 11:01,active
2738,7/17/2013 9:37,159,english,,pending
2739,7/17/2013 14:10,1344,english,7/17/2013 14:12,active
2740,7/17/2013 8:30,2374,english,7/17/2013 8:32,active
2741,7/17/2013 11:56,11866,german,,pending
2742,7/17/2013 18:40,6030,english,7/17/2013 18:41,active
2743,7/17/2013 11:43,67,english,7/17/2013 11:45,active
2744,7/17/2013 11:24,4030,russian,7/17/2013 11:25,active
2745,7/17/2013 5:49,4,german,,pending
2746,7/17/2013 6:10,27,spanish,,pending
2747,7/17/2013 8:45,2,german,,pending
2748,7/17/2013 5:59,2,english,7/17/2013 6:00,active
2749,7/17/2013 6:09,690,english,7/17/2013 6:11,active
2750,7/17/2013 6:41,8234,english,7/17/2013 6:43,active
2751,7/17/2013 14:34,232,indian,,pending
2752,7/17/2013 16:17,5684,portugese,7/17/2013 16:19,active
2753,7/17/2013 9:32,8086,french,,pending
2754,7/17/2013 9:57,8198,french,7/17/2013 9:59,active
2755,7/17/2013 1:23,9249,french,7/17/2013 1:25,active
2756,7/17/2013 15:12,385,russian,,pending
2757,7/18/2013 9:39,7511,japanese,7/18/2013 9:41,active
2758,7/18/2013 21:06,4270,english,7/18/2013 21:08,active
2759,7/18/2013 20:38,48,english,7/18/2013 20:40,active
2760,7/18/2013 9:10,6574,german,,pending
2761,7/18/2013 1:09,11736,french,7/18/2013 1:11,active
2762,7/18/2013 11:57,2595,english,7/18/2013 11:58,active
